-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Latitude  -7.55   Longitude 109.67 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 220.74 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M
2024,1,23,1,0.0,24.07,97.52,2.47
2024,1,23,2,0.0,24.03,97.76,2.3
2024,1,23,3,0.0,23.96,98.13,2.31
2024,1,23,4,0.0,23.97,98.15,2.3
2024,1,23,5,0.65,24.11,97.69,2.28
2024,1,23,6,14.5,25.14,95.18,2.81
2024,1,23,7,36.17,25.94,92.07,3.49
2024,1,23,8,55.65,26.81,87.37,4.24
2024,1,23,9,93.5,27.9,81.51,4.6
2024,1,23,10,266.58,28.93,76.28,5.02
2024,1,23,11,442.1,29.44,72.97,5.43
2024,1,23,12,712.97,29.67,71.11,5.7
2024,1,23,13,567.0,29.43,71.16,5.75
2024,1,23,14,451.02,29.15,71.83,5.53
2024,1,23,15,307.52,28.48,75.19,5.01
2024,1,23,16,180.23,27.54,80.69,4.35
2024,1,23,17,51.08,26.3,89.12,3.02
2024,1,23,18,0.0,25.34,93.98,2.42
2024,1,23,19,0.0,25.1,95.12,2.33
2024,1,23,20,0.0,24.92,95.86,2.22
2024,1,23,21,0.0,24.7,96.55,2.09
2024,1,23,22,0.0,24.62,96.84,2.2
2024,1,23,23,0.0,24.51,97.19,2.16
2024,1,24,0,0.0,24.41,97.43,2.21
2024,1,24,1,0.0,24.23,97.84,2.18
2024,1,24,2,0.0,24.0,98.29,2.01
2024,1,24,3,0.0,23.77,98.54,1.95
2024,1,24,4,0.0,23.61,98.52,1.92
2024,1,24,5,0.0,23.64,98.03,1.83
2024,1,24,6,101.38,25.17,93.2,2.28
2024,1,24,7,267.73,26.46,87.16,2.53
2024,1,24,8,444.48,27.86,80.05,2.76
2024,1,24,9,517.38,28.94,74.65,3.05
2024,1,24,10,623.08,29.86,70.53,3.56
2024,1,24,11,683.75,30.43,68.03,3.99
2024,1,24,12,655.15,30.7,67.54,4.3
2024,1,24,13,568.47,30.3,70.35,4.41
2024,1,24,14,292.48,29.36,76.15,4.1
2024,1,24,15,132.02,28.59,81.38,3.77
2024,1,24,16,76.7,27.7,87.27,3.31
2024,1,24,17,20.33,26.78,92.76,2.79
2024,1,24,18,0.0,26.21,94.96,2.71
2024,1,24,19,0.0,25.98,95.26,2.95
2024,1,24,20,0.0,25.78,95.47,3.05
2024,1,24,21,0.0,25.55,95.76,3.03
2024,1,24,22,0.0,25.24,96.25,2.45
2024,1,24,23,0.0,24.79,96.9,2.13
2024,1,25,0,0.0,24.59,97.21,2.11
2024,1,25,1,0.0,24.48,97.26,2.27
2024,1,25,2,0.0,24.39,97.34,2.42
2024,1,25,3,0.0,24.2,97.79,2.15
2024,1,25,4,0.0,23.98,98.21,1.87
2024,1,25,5,0.0,24.03,97.47,1.5
2024,1,25,6,123.25,25.29,93.02,1.54
2024,1,25,7,356.62,26.06,87.98,2.44
2024,1,25,8,590.55,26.99,83.48,3.19
2024,1,25,9,795.28,27.85,78.71,3.68
2024,1,25,10,899.17,28.51,75.54,3.84
2024,1,25,11,925.53,28.99,73.28,3.81
2024,1,25,12,865.35,29.42,71.04,4.01
2024,1,25,13,686.7,29.49,70.1,4.14
2024,1,25,14,475.05,29.23,70.85,3.91
2024,1,25,15,154.7,28.61,74.06,3.5
2024,1,25,16,86.43,27.75,79.6,3.13
2024,1,25,17,23.98,26.56,88.08,2.38
2024,1,25,18,0.0,25.68,92.93,2.1
2024,1,25,19,0.0,25.41,94.08,2.16
2024,1,25,20,0.0,25.21,94.64,2.45
2024,1,25,21,0.0,25.04,94.87,2.69
2024,1,25,22,0.0,24.81,95.33,2.58
2024,1,25,23,0.0,24.55,95.82,2.33
2024,1,26,0,0.0,24.36,96.07,2.29
2024,1,26,1,0.0,24.18,95.96,2.39
2024,1,26,2,0.0,23.95,95.92,2.19
2024,1,26,3,0.0,23.75,96.14,1.99
2024,1,26,4,0.0,23.59,96.3,1.92
2024,1,26,5,0.0,23.6,96.47,1.85
2024,1,26,6,106.7,25.01,91.79,2.3
2024,1,26,7,312.62,26.14,85.29,2.25
2024,1,26,8,535.2,26.89,81.27,1.96
2024,1,26,9,701.55,27.68,77.94,2.19
2024,1,26,10,815.08,28.54,73.51,2.66
2024,1,26,11,846.17,28.78,71.75,3.08
2024,1,26,12,780.12,28.58,72.06,3.37
2024,1,26,13,659.05,28.29,72.88,3.51
2024,1,26,14,453.62,28.01,74.21,3.34
2024,1,26,15,281.95,27.67,76.36,2.95
2024,1,26,16,147.02,27.17,80.66,2.19
2024,1,26,17,37.22,26.26,86.82,1.73
2024,1,26,18,0.0,25.19,92.12,1.52
2024,1,26,19,0.0,24.84,93.03,1.49
2024,1,26,20,0.0,24.54,93.9,1.5
2024,1,26,21,0.0,24.28,94.79,1.52
2024,1,26,22,0.0,24.05,95.73,1.53
2024,1,26,23,0.0,23.99,96.23,1.59
2024,1,27,0,0.0,24.08,96.12,1.7
2024,1,27,1,0.0,24.15,95.81,1.92
2024,1,27,2,0.0,24.17,95.51,2.12
2024,1,27,3,0.0,24.18,95.35,2.2
2024,1,27,4,0.0,24.14,95.62,2.13
2024,1,27,5,0.0,24.07,96.12,1.9
2024,1,27,6,74.2,24.82,94.19,2.19
2024,1,27,7,203.8,25.63,91.48,2.36
2024,1,27,8,358.58,26.92,85.85,2.73
2024,1,27,9,636.47,28.13,79.11,3.25
2024,1,27,10,824.62,29.22,73.9,3.49
2024,1,27,11,795.85,29.7,71.75,3.66
2024,1,27,12,802.85,29.63,72.09,3.7
2024,1,27,13,682.9,29.23,73.5,3.47
2024,1,27,14,455.35,28.5,76.33,3.04
2024,1,27,15,282.33,27.91,79.11,2.27
2024,1,27,16,148.18,27.25,82.78,1.37
2024,1,27,17,41.08,26.55,86.47,0.49
2024,1,27,18,0.0,25.89,90.35,0.7
2024,1,27,19,0.0,25.45,95.22,0.93
2024,1,27,20,0.0,25.22,96.09,0.82
2024,1,27,21,0.0,24.96,96.63,0.83
2024,1,27,22,0.0,24.78,96.75,0.92
2024,1,27,23,0.0,24.63,96.92,1.03
2024,1,28,0,0.0,24.43,96.86,1.07
2024,1,28,1,0.0,24.1,96.99,1.05
2024,1,28,2,0.0,23.99,96.67,0.87
2024,1,28,3,0.0,24.12,95.26,0.55
2024,1,28,4,0.0,24.19,94.69,0.46
2024,1,28,5,0.0,24.19,94.63,0.65
2024,1,28,6,102.15,25.07,93.79,0.56
2024,1,28,7,313.02,26.44,86.38,0.66
2024,1,28,8,528.9,27.43,79.38,1.27
2024,1,28,9,689.92,28.56,75.09,1.71
2024,1,28,10,715.88,29.63,70.74,2.02
2024,1,28,11,673.25,30.39,67.41,2.2
2024,1,28,12,643.92,30.88,65.08,2.33
2024,1,28,13,556.5,31.01,64.12,2.4
2024,1,28,14,426.85,30.72,65.36,2.45
2024,1,28,15,250.55,29.85,69.64,2.36
2024,1,28,16,147.45,28.73,76.99,1.93
2024,1,28,17,37.28,27.44,84.02,1.7
2024,1,28,18,0.0,26.41,91.57,1.22
2024,1,28,19,0.0,25.97,93.09,1.12
2024,1,28,20,0.0,25.64,94.19,1.1
2024,1,28,21,0.0,25.33,94.97,1.13
2024,1,28,22,0.0,25.1,95.58,1.13
2024,1,28,23,0.0,24.87,96.0,1.12
2024,1,29,0,0.0,24.64,96.2,1.1
2024,1,29,1,0.0,24.5,96.4,1.03
2024,1,29,2,0.0,24.37,96.67,1.02
2024,1,29,3,0.0,24.25,96.75,1.18
2024,1,29,4,0.0,24.15,96.59,1.35
2024,1,29,5,0.0,24.12,96.29,1.39
2024,1,29,6,82.62,24.71,93.76,1.75
2024,1,29,7,225.02,25.48,90.23,1.76
2024,1,29,8,417.4,26.08,87.2,1.81
2024,1,29,9,565.15,26.6,85.58,1.79
2024,1,29,10,590.95,27.05,84.6,1.97
2024,1,29,11,684.67,27.44,84.07,2.25
2024,1,29,12,719.33,27.76,83.58,2.49
2024,1,29,13,558.97,27.94,83.48,2.75
2024,1,29,14,365.42,27.64,85.01,2.81
2024,1,29,15,286.4,27.21,87.17,2.6
2024,1,29,16,160.07,26.72,89.8,2.16
2024,1,29,17,36.3,26.09,94.19,1.41
2024,1,29,18,0.0,25.62,96.05,1.21
2024,1,29,19,0.0,25.51,96.25,1.2
2024,1,29,20,0.0,25.44,96.31,1.26
2024,1,29,21,0.0,25.33,96.4,1.36
2024,1,29,22,0.0,25.18,96.44,1.41
2024,1,29,23,0.0,25.01,96.65,1.42
2024,1,30,0,0.0,24.89,96.78,1.47
2024,1,30,1,0.0,24.82,96.74,1.65
2024,1,30,2,0.0,24.75,96.62,1.85
2024,1,30,3,0.0,24.68,96.57,1.99
2024,1,30,4,0.0,24.59,96.58,1.95
2024,1,30,5,0.0,24.49,96.61,1.84
2024,1,30,6,80.15,25.27,94.21,2.26
2024,1,30,7,260.98,26.1,90.22,2.65
2024,1,30,8,465.92,27.02,84.15,2.65
2024,1,30,9,612.45,27.92,77.97,2.29
2024,1,30,10,705.12,28.74,73.64,1.72
2024,1,30,11,772.08,29.35,71.13,1.04
2024,1,30,12,702.53,29.92,69.24,0.57
2024,1,30,13,579.22,30.12,68.8,0.83
2024,1,30,14,500.6,29.7,71.3,1.36
2024,1,30,15,297.23,28.74,77.01,1.76
2024,1,30,16,159.05,27.83,83.63,1.62
2024,1,30,17,39.83,26.93,88.23,1.55
2024,1,30,18,0.0,26.17,93.53,1.16
2024,1,30,19,0.0,25.81,94.67,1.14
2024,1,30,20,0.0,25.54,95.39,1.15
2024,1,30,21,0.0,25.32,95.84,1.11
2024,1,30,22,0.0,25.08,96.2,1.16
2024,1,30,23,0.0,24.82,96.31,1.52
2024,1,31,0,0.0,24.57,96.25,1.92
2024,1,31,1,0.0,24.15,96.73,1.9
2024,1,31,2,0.0,23.83,97.0,1.88
2024,1,31,3,0.0,23.62,96.92,1.97
2024,1,31,4,0.0,23.71,96.29,2.21
2024,1,31,5,0.0,23.75,95.75,2.52
2024,1,31,6,72.0,24.06,94.47,3.27
2024,1,31,7,212.43,24.47,92.78,4.13
2024,1,31,8,381.65,24.85,89.18,4.81
2024,1,31,9,581.3,25.32,85.46,4.74
2024,1,31,10,624.47,25.97,82.3,4.45
2024,1,31,11,614.22,26.79,78.71,4.18
2024,1,31,12,607.3,27.84,74.48,3.78
2024,1,31,13,372.9,28.82,71.13,3.44
2024,1,31,14,236.2,29.21,70.32,3.15
2024,1,31,15,183.75,28.99,72.19,2.79
2024,1,31,16,79.43,28.33,77.52,2.06
2024,1,31,17,20.55,27.19,85.26,1.56
2024,1,31,18,0.0,26.15,89.7,1.26
2024,1,31,19,0.0,25.9,89.79,1.06
2024,1,31,20,0.0,25.7,89.97,0.85
2024,1,31,21,0.0,25.39,91.0,0.81
2024,1,31,22,0.0,25.04,92.02,0.87
2024,1,31,23,0.0,24.72,93.14,0.97
2024,2,1,0,0.0,24.52,94.14,0.99
2024,2,1,1,0.0,24.38,94.62,0.93
2024,2,1,2,0.0,24.22,95.02,0.99
2024,2,1,3,0.0,24.07,95.46,1.06
2024,2,1,4,0.0,23.83,96.4,1.23
2024,2,1,5,0.0,23.62,97.4,1.42
2024,2,1,6,82.2,25.09,93.21,1.63
2024,2,1,7,319.4,26.57,86.67,1.2
2024,2,1,8,551.83,28.02,79.92,1.25
2024,2,1,9,734.08,29.15,74.44,1.98
2024,2,1,10,792.17,30.08,69.85,2.6
2024,2,1,11,818.0,30.43,67.51,2.92
2024,2,1,12,803.83,30.07,69.27,3.09
2024,2,1,13,727.38,29.59,72.33,3.24
2024,2,1,14,475.83,28.93,75.94,3.26
2024,2,1,15,309.35,28.22,79.91,3.07
2024,2,1,16,170.9,27.53,84.35,2.81
2024,2,1,17,45.95,26.62,90.12,2.21
2024,2,1,18,0.0,25.94,93.57,1.99
2024,2,1,19,0.0,25.65,94.31,1.97
2024,2,1,20,0.0,25.43,95.08,1.81
2024,2,1,21,0.0,25.25,95.58,1.6
2024,2,1,22,0.0,25.1,95.53,1.56
2024,2,1,23,0.0,24.77,96.0,1.71
2024,2,2,0,0.0,24.43,96.59,1.79
2024,2,2,1,0.0,24.19,97.01,1.76
2024,2,2,2,0.0,24.03,97.23,1.78
2024,2,2,3,0.0,23.88,97.57,1.85
2024,2,2,4,0.0,23.76,97.81,1.82
2024,2,2,5,0.0,23.72,97.92,1.79
2024,2,2,6,68.15,24.87,95.0,2.0
2024,2,2,7,191.18,25.86,89.26,2.39
2024,2,2,8,323.23,26.79,82.3,2.85
2024,2,2,9,464.98,27.63,78.3,3.44
2024,2,2,10,517.85,28.15,76.34,3.95
2024,2,2,11,546.5,28.17,76.16,4.28
2024,2,2,12,514.1,28.16,76.22,4.45
2024,2,2,13,295.0,28.03,76.42,4.41
2024,2,2,14,286.67,27.66,77.76,4.16
2024,2,2,15,242.0,27.12,79.94,3.71
2024,2,2,16,131.35,26.45,83.89,2.99
2024,2,2,17,36.5,25.51,90.39,2.03
2024,2,2,18,0.0,24.75,93.8,1.75
2024,2,2,19,0.0,24.44,94.4,1.78
2024,2,2,20,0.0,24.17,94.9,1.83
2024,2,2,21,0.0,23.93,95.3,1.85
2024,2,2,22,0.0,23.7,95.77,1.85
2024,2,2,23,0.0,23.52,96.34,1.8
2024,2,3,0,0.0,23.39,96.67,1.73
2024,2,3,1,0.0,23.34,96.7,1.7
2024,2,3,2,0.0,23.25,96.55,1.81
2024,2,3,3,0.0,23.12,96.58,1.97
2024,2,3,4,0.0,23.05,96.6,2.11
2024,2,3,5,0.0,23.05,96.78,2.35
2024,2,3,6,92.3,23.75,95.3,3.39
2024,2,3,7,278.98,24.8,93.14,3.91
2024,2,3,8,506.48,25.72,91.12,3.92
2024,2,3,9,648.83,26.44,88.95,3.79
2024,2,3,10,731.97,26.72,87.99,3.75
2024,2,3,11,764.03,26.76,86.78,3.85
2024,2,3,12,788.22,26.79,85.11,3.79
2024,2,3,13,519.72,26.85,84.1,3.7
2024,2,3,14,263.48,26.97,83.27,3.34
2024,2,3,15,132.88,26.9,83.15,2.75
2024,2,3,16,76.65,26.45,85.88,2.36
2024,2,3,17,20.42,25.45,92.69,1.75
2024,2,3,18,0.0,24.57,95.67,1.64
2024,2,3,19,0.0,24.31,96.1,1.58
2024,2,3,20,0.0,24.17,96.25,1.47
2024,2,3,21,0.0,24.08,96.22,1.42
2024,2,3,22,0.0,23.96,96.37,1.39
2024,2,3,23,0.0,23.91,96.24,1.33
2024,2,4,0,0.0,23.83,96.29,1.33
2024,2,4,1,0.0,23.75,96.57,1.4
2024,2,4,2,0.0,23.66,96.99,1.52
2024,2,4,3,0.0,23.55,97.41,1.69
2024,2,4,4,0.0,23.5,97.38,1.85
2024,2,4,5,0.0,23.4,96.67,2.04
2024,2,4,6,82.3,23.92,94.18,2.74
2024,2,4,7,237.45,24.29,87.51,3.06
2024,2,4,8,425.38,24.98,80.34,3.09
2024,2,4,9,514.17,26.11,74.6,3.0
2024,2,4,10,604.45,27.46,70.28,3.14
2024,2,4,11,711.35,28.45,68.74,3.49
2024,2,4,12,695.33,28.83,69.55,3.75
2024,2,4,13,572.33,28.69,71.85,3.9
2024,2,4,14,359.6,28.19,74.79,3.96
2024,2,4,15,128.43,27.48,78.6,3.74
2024,2,4,16,68.97,26.62,84.61,3.31
2024,2,4,17,15.85,25.58,92.34,2.26
2024,2,4,18,0.0,24.78,96.21,1.8
2024,2,4,19,0.0,24.49,96.83,1.84
2024,2,4,20,0.0,24.24,97.21,1.85
2024,2,4,21,0.0,24.07,97.55,1.82
2024,2,4,22,0.0,23.9,97.84,1.75
2024,2,4,23,0.0,23.76,97.76,1.6
2024,2,5,0,0.0,23.73,97.19,1.43
2024,2,5,1,0.0,23.83,96.19,1.21
2024,2,5,2,0.0,23.92,95.12,0.91
2024,2,5,3,0.0,24.11,93.43,0.6
2024,2,5,4,0.0,24.07,93.32,0.46
2024,2,5,5,0.0,24.0,93.38,0.46
2024,2,5,6,92.68,24.55,93.67,0.48
2024,2,5,7,287.02,25.59,85.78,0.49
2024,2,5,8,527.3,26.69,79.1,0.89
2024,2,5,9,716.83,27.77,74.48,1.35
2024,2,5,10,822.4,28.58,71.82,1.8
2024,2,5,11,889.08,29.06,70.45,2.14
2024,2,5,12,858.95,29.28,70.23,2.32
2024,2,5,13,775.45,29.43,70.17,2.39
2024,2,5,14,592.4,29.41,70.87,2.39
2024,2,5,15,381.48,29.09,72.68,2.4
2024,2,5,16,206.8,28.12,78.68,2.22
2024,2,5,17,48.8,26.89,87.06,1.77
2024,2,5,18,0.0,25.93,93.51,1.45
2024,2,5,19,0.0,25.59,94.5,1.46
2024,2,5,20,0.0,25.32,95.26,1.47
2024,2,5,21,0.0,25.16,95.89,1.48
2024,2,5,22,0.0,25.03,96.39,1.53
2024,2,5,23,0.0,24.95,96.52,1.76
2024,2,6,0,0.0,24.9,96.43,2.22
2024,2,6,1,0.0,24.85,96.2,2.84
2024,2,6,2,0.0,24.77,95.94,3.17
2024,2,6,3,0.0,24.59,96.15,2.84
2024,2,6,4,0.0,24.4,96.17,2.37
2024,2,6,5,0.0,24.23,96.12,2.01
2024,2,6,6,62.38,24.99,94.74,1.81
2024,2,6,7,192.82,25.6,91.56,2.32
2024,2,6,8,354.62,26.28,88.03,2.47
2024,2,6,9,522.05,26.98,83.86,2.56
2024,2,6,10,627.88,27.74,79.28,2.93
2024,2,6,11,711.3,28.48,75.15,3.38
2024,2,6,12,631.22,28.83,74.23,3.77
2024,2,6,13,377.45,28.33,77.45,3.91
2024,2,6,14,174.88,27.76,81.2,3.81
2024,2,6,15,105.57,27.14,85.01,3.54
2024,2,6,16,60.83,26.48,89.15,3.05
2024,2,6,17,17.25,25.71,93.64,2.2
2024,2,6,18,0.0,25.14,95.67,1.88
2024,2,6,19,0.0,24.85,96.16,1.82
2024,2,6,20,0.0,24.58,96.45,1.75
2024,2,6,21,0.0,24.29,96.72,1.73
2024,2,6,22,0.0,23.99,97.09,1.73
2024,2,6,23,0.0,23.75,97.27,1.74
2024,2,7,0,0.0,23.53,97.55,1.73
2024,2,7,1,0.0,23.33,97.82,1.78
2024,2,7,2,0.0,23.16,98.11,1.83
2024,2,7,3,0.0,23.02,98.3,1.8
2024,2,7,4,0.0,22.92,98.2,1.71
2024,2,7,5,0.0,22.97,97.48,1.55
2024,2,7,6,81.75,24.22,93.85,1.65
2024,2,7,7,241.12,25.42,86.85,1.61
2024,2,7,8,431.8,26.81,77.74,1.65
2024,2,7,9,585.78,27.97,70.98,2.06
2024,2,7,10,687.83,28.84,67.09,2.49
2024,2,7,11,646.65,29.52,64.36,2.83
2024,2,7,12,569.12,29.75,63.32,3.09
2024,2,7,13,494.92,29.61,64.1,3.39
2024,2,7,14,353.5,29.16,66.65,3.81
2024,2,7,15,190.57,28.26,71.87,4.2
2024,2,7,16,107.55,26.9,79.58,4.24
2024,2,7,17,29.75,25.5,88.1,3.3
2024,2,7,18,0.0,24.62,92.93,2.24
2024,2,7,19,0.0,24.3,94.45,1.59
2024,2,7,20,0.0,24.08,95.01,1.28
2024,2,7,21,0.0,23.96,94.25,1.03
2024,2,7,22,0.0,23.88,93.74,0.85
2024,2,7,23,0.0,23.74,94.12,0.85
2024,2,8,0,0.0,23.61,94.59,0.89
2024,2,8,1,0.0,23.48,94.91,0.86
2024,2,8,2,0.0,23.58,94.27,0.71
2024,2,8,3,0.0,23.68,93.55,0.53
2024,2,8,4,0.0,23.65,93.43,0.37
2024,2,8,5,0.0,23.56,93.6,0.45
2024,2,8,6,87.55,24.64,90.3,0.85
2024,2,8,7,280.38,26.09,82.72,1.2
2024,2,8,8,490.08,27.49,76.05,1.42
2024,2,8,9,738.3,28.71,71.45,1.69
2024,2,8,10,873.0,29.62,68.92,1.97
2024,2,8,11,918.08,30.17,67.31,2.27
2024,2,8,12,825.33,30.5,66.32,2.49
2024,2,8,13,777.47,30.53,65.95,2.72
2024,2,8,14,540.85,30.12,67.25,2.9
2024,2,8,15,371.95,29.53,69.46,2.9
2024,2,8,16,195.2,28.35,76.09,2.7
2024,2,8,17,48.15,26.88,85.3,2.17
2024,2,8,18,0.0,25.75,92.66,1.67
2024,2,8,19,0.0,25.34,93.9,1.71
2024,2,8,20,0.0,25.02,94.73,1.79
2024,2,8,21,0.0,24.8,95.31,1.89
2024,2,8,22,0.0,24.62,95.93,1.95
2024,2,8,23,0.0,24.4,96.54,1.93
2024,2,9,0,0.0,24.17,96.85,1.94
2024,2,9,1,0.0,24.02,97.12,1.94
2024,2,9,2,0.0,23.96,96.93,1.92
2024,2,9,3,0.0,23.85,96.86,1.94
2024,2,9,4,0.0,23.69,96.83,1.93
2024,2,9,5,0.0,23.61,96.64,1.84
2024,2,9,6,92.5,25.13,91.81,2.22
2024,2,9,7,286.73,26.39,85.56,2.58
2024,2,9,8,523.78,27.78,78.69,2.44
2024,2,9,9,719.33,29.02,72.9,2.18
2024,2,9,10,813.67,29.81,70.17,2.02
2024,2,9,11,827.35,30.38,68.46,2.02
2024,2,9,12,679.97,30.7,67.36,2.26
2024,2,9,13,670.78,30.61,67.86,2.62
2024,2,9,14,445.55,29.8,71.25,3.03
2024,2,9,15,388.6,28.86,75.66,3.39
2024,2,9,16,209.18,27.83,80.93,3.37
2024,2,9,17,52.03,26.66,88.25,2.53
2024,2,9,18,0.0,25.89,93.16,1.92
2024,2,9,19,0.0,25.64,94.44,1.73
2024,2,9,20,0.0,25.46,95.26,1.6
2024,2,9,21,0.0,25.31,95.86,1.54
2024,2,9,22,0.0,25.18,96.24,1.53
2024,2,9,23,0.0,25.05,96.54,1.5
2024,2,10,0,0.0,25.0,96.72,1.46
2024,2,10,1,0.0,25.0,96.82,1.42
2024,2,10,2,0.0,24.97,96.87,1.38
2024,2,10,3,0.0,24.91,96.82,1.38
2024,2,10,4,0.0,24.85,96.85,1.36
2024,2,10,5,0.0,24.82,96.81,1.35
2024,2,10,6,38.97,25.34,95.76,1.41
2024,2,10,7,118.25,25.86,93.15,2.15
2024,2,10,8,231.95,26.44,90.99,2.93
2024,2,10,9,246.15,27.18,87.45,3.75
2024,2,10,10,263.85,27.71,84.8,4.34
2024,2,10,11,263.15,27.84,83.9,4.65
2024,2,10,12,380.7,27.6,84.65,4.8
2024,2,10,13,424.58,27.18,86.39,4.64
2024,2,10,14,342.9,26.77,88.48,4.22
2024,2,10,15,307.08,26.52,89.9,3.86
2024,2,10,16,166.0,26.22,91.6,3.16
2024,2,10,17,41.42,25.51,94.73,1.9
2024,2,10,18,0.0,24.82,95.61,1.58
2024,2,10,19,0.0,24.79,94.34,1.2
2024,2,10,20,0.0,24.95,92.57,0.72
2024,2,10,21,0.0,24.87,92.37,0.56
2024,2,10,22,0.0,24.62,93.11,0.58
2024,2,10,23,0.0,24.5,93.39,0.51
2024,2,11,0,0.0,24.43,93.31,0.49
2024,2,11,1,0.0,24.09,94.5,0.65
2024,2,11,2,0.0,23.95,94.96,0.9
2024,2,11,3,0.0,23.73,95.91,1.17
2024,2,11,4,0.0,23.64,96.26,1.25
2024,2,11,5,0.0,23.64,96.05,1.24
2024,2,11,6,87.78,24.58,95.12,1.13
2024,2,11,7,301.83,25.91,86.61,1.47
2024,2,11,8,538.78,27.04,78.91,1.45
2024,2,11,9,695.95,28.22,72.65,1.29
2024,2,11,10,799.62,29.25,68.48,1.34
2024,2,11,11,848.3,29.93,66.45,1.63
2024,2,11,12,794.85,30.26,65.73,1.85
2024,2,11,13,678.42,30.34,65.53,1.94
2024,2,11,14,326.1,30.03,66.67,2.02
2024,2,11,15,220.48,29.3,70.09,2.05
2024,2,11,16,105.68,28.43,76.24,1.76
2024,2,11,17,24.8,27.12,83.48,1.59
2024,2,11,18,0.0,26.01,90.53,1.34
2024,2,11,19,0.0,25.48,92.07,1.4
2024,2,11,20,0.0,25.05,93.34,1.44
2024,2,11,21,0.0,24.67,94.46,1.49
2024,2,11,22,0.0,24.33,95.37,1.42
2024,2,11,23,0.0,24.01,95.91,1.27
2024,2,12,0,0.0,23.75,95.99,1.12
2024,2,12,1,0.0,23.6,95.62,0.85
2024,2,12,2,0.0,23.66,94.44,0.43
2024,2,12,3,0.0,23.81,93.17,0.12
2024,2,12,4,0.0,23.72,93.27,0.55
2024,2,12,5,0.0,23.38,95.13,0.98
2024,2,12,6,75.75,24.5,92.93,1.51
2024,2,12,7,259.12,25.81,87.18,2.01
2024,2,12,8,473.58,27.13,80.54,2.37
2024,2,12,9,627.75,28.22,75.23,2.69
2024,2,12,10,743.7,28.89,71.76,3.05
2024,2,12,11,794.33,29.21,70.13,3.24
2024,2,12,12,773.0,29.36,68.97,3.26
2024,2,12,13,659.4,29.35,68.66,3.04
2024,2,12,14,479.4,29.11,69.43,2.59
2024,2,12,15,333.83,28.66,71.71,2.03
2024,2,12,16,186.43,28.08,77.09,1.38
2024,2,12,17,45.2,27.22,82.18,1.0
2024,2,12,18,0.0,26.63,85.0,0.7
2024,2,12,19,0.0,26.41,85.05,0.64
2024,2,12,20,0.0,26.06,86.98,0.66
2024,2,12,21,0.0,25.77,88.25,0.73
2024,2,12,22,0.0,25.45,90.02,0.87
2024,2,12,23,0.0,25.07,92.02,1.07
2024,2,13,0,0.0,24.67,94.08,1.3
2024,2,13,1,0.0,24.34,95.61,1.51
2024,2,13,2,0.0,24.11,96.24,1.72
2024,2,13,3,0.0,23.87,97.18,1.86
2024,2,13,4,0.0,23.67,97.92,1.88
2024,2,13,5,0.0,23.59,98.08,1.82
2024,2,13,6,85.55,25.16,93.32,2.34
2024,2,13,7,297.08,26.44,86.32,2.86
2024,2,13,8,535.0,27.59,80.48,2.89
2024,2,13,9,710.35,28.71,75.49,2.86
2024,2,13,10,824.12,29.68,71.4,2.76
2024,2,13,11,864.85,30.36,68.74,2.6
2024,2,13,12,792.3,30.75,67.29,2.54
2024,2,13,13,728.53,30.66,67.33,2.55
2024,2,13,14,458.42,30.36,68.07,2.63
2024,2,13,15,315.55,29.75,70.13,2.7
2024,2,13,16,170.85,28.73,75.63,2.64
2024,2,13,17,45.22,27.29,84.36,2.2
2024,2,13,18,0.0,26.01,91.91,1.71
2024,2,13,19,0.0,25.54,93.22,1.63
2024,2,13,20,0.0,25.18,93.91,1.59
2024,2,13,21,0.0,24.86,94.39,1.62
2024,2,13,22,0.0,24.63,94.23,1.52
2024,2,13,23,0.0,24.57,93.13,1.22
2024,2,14,0,0.0,24.6,92.02,0.9
2024,2,14,1,0.0,24.45,92.35,0.76
2024,2,14,2,0.0,24.18,93.32,0.81
2024,2,14,3,0.0,23.83,94.6,1.04
2024,2,14,4,0.0,23.55,95.41,1.27
2024,2,14,5,0.0,23.5,95.25,1.3
2024,2,14,6,57.97,25.28,90.59,1.25
2024,2,14,7,194.68,26.83,83.03,1.16
2024,2,14,8,363.45,28.22,77.21,1.6
2024,2,14,9,512.88,29.25,73.23,1.95
2024,2,14,10,611.83,29.96,71.03,1.6
2024,2,14,11,686.03,30.34,69.54,1.19
2024,2,14,12,737.85,30.54,68.38,1.21
2024,2,14,13,605.95,30.37,68.83,1.24
2024,2,14,14,449.85,30.03,70.48,1.17
2024,2,14,15,302.52,29.52,73.32,1.12
2024,2,14,16,159.27,28.87,78.53,1.07
